"GEO_ID","NAME","B19013_001E","B19013_001M",
"Geography","Geographic Area Name","Estimate!!Median household income in the past 12 months (in 2024 inflation-adjusted dollars)","Margin of Error!!Median household income in the past 12 months (in 2024 inflation-adjusted dollars)",
"1400000US34007609206","Census Tract 6092.06; Camden County; New Jersey","143194","50113",
"1400000US34007609207","Census Tract 6092.07; Camden County; New Jersey","112941","17932",
"1400000US34007610300","Census Tract 6103; Camden County; New Jersey","49201","8880",
"1400000US34007610400","Census Tract 6104; Camden County; New Jersey","46522","25786",
"1400000US34007610500","Census Tract 6105; Camden County; New Jersey","88125","8794",
"1400000US34007610600","Census Tract 6106; Camden County; New Jersey","54904","7778",
"1400000US34007610800","Census Tract 6108; Camden County; New Jersey","73750","14951",
"1400000US34007610900","Census Tract 6109; Camden County; New Jersey","88625","17736",
"1400000US34007611000","Census Tract 6110; Camden County; New Jersey","57917","15455",
"1400000US34007611100","Census Tract 6111; Camden County; New Jersey","79375","7622",
"1400000US34007611200","Census Tract 6112; Camden County; New Jersey","101823","12706",
"1400000US34007611300","Census Tract 6113; Camden County; New Jersey","91776","21690",
"1400000US34007611400","Census Tract 6114; Camden County; New Jersey","89408","13096",
"1400000US34007611500","Census Tract 6115; Camden County; New Jersey","109500","17848",
"1400000US34007611600","Census Tract 6116; Camden County; New Jersey","62333","14537",
"1400000US34007611700","Census Tract 6117; Camden County; New Jersey","96392","15409",
"1400000US34009020101","Census Tract 201.01; Cape May County; New Jersey","95304","15061",
"1400000US34009020102","Census Tract 201.02; Cape May County; New Jersey","71667","27656",
"1400000US34009020201","Census Tract 202.01; Cape May County; New Jersey","120313","38576",
"1400000US34009020203","Census Tract 202.03; Cape May County; New Jersey","102778","32339",
"1400000US34009020205","Census Tract 202.05; Cape May County; New Jersey","108000","25144",
"1400000US34009020206","Census Tract 202.06; Cape May County; New Jersey","161875","84463",
"1400000US34009020301","Census Tract 203.01; Cape May County; New Jersey","106875","17126",
"1400000US34009020302","Census Tract 203.02; Cape May County; New Jersey","111549","10748",
"1400000US34009020400","Census Tract 204; Cape May County; New Jersey","116150","28277",
"1400000US34009020500","Census Tract 205; Cape May County; New Jersey","46078","6823",
"1400000US34009020600","Census Tract 206; Cape May County; New Jersey","105357","13954",
"1400000US34009020700","Census Tract 207; Cape May County; New Jersey","105538","22862",
"1400000US34009020800","Census Tract 208; Cape May County; New Jersey","108359","14443",
"1400000US34009020901","Census Tract 209.01; Cape May County; New Jersey","169167","72024",
"1400000US34009020902","Census Tract 209.02; Cape May County; New Jersey","139167","16144",
"1400000US34009021001","Census Tract 210.01; Cape May County; New Jersey","101607","25004",
"1400000US34009021002","Census Tract 210.02; Cape May County; New Jersey","118983","12832",
"1400000US34009021100","Census Tract 211; Cape May County; New Jersey","74464","9903",
"1400000US34009021300","Census Tract 213; Cape May County; New Jersey","90833","12264",
"1400000US34009021400","Census Tract 214; Cape May County; New Jersey","65227","24067",
"1400000US34009021500","Census Tract 215; Cape May County; New Jersey","77295","18840",
"1400000US34009021600","Census Tract 216; Cape May County; New Jersey","69089","24619",
"1400000US34009021701","Census Tract 217.01; Cape May County; New Jersey","77115","32580",
"1400000US34009021702","Census Tract 217.02; Cape May County; New Jersey","107122","19317",
"1400000US34009021803","Census Tract 218.03; Cape May County; New Jersey","83790","5405",
"1400000US34009021804","Census Tract 218.04; Cape May County; New Jersey","78623","12297",
"1400000US34009021805","Census Tract 218.05; Cape May County; New Jersey","89667","6873",
"1400000US34009021806","Census Tract 218.06; Cape May County; New Jersey","87656","35184",
"1400000US34009021900","Census Tract 219; Cape May County; New Jersey","94861","38226",
"1400000US34009022000","Census Tract 220; Cape May County; New Jersey","62576","14495",
"1400000US34009022101","Census Tract 221.01; Cape May County; New Jersey","81875","17451",
"1400000US34009022102","Census Tract 221.02; Cape May County; New Jersey","76667","30487",
"1400000US34009990100","Census Tract 9901; Cape May County; New Jersey","-","**",
"1400000US34011010101","Census Tract 101.01; Cumberland County; New Jersey","76964","25850",
"1400000US34011010103","Census Tract 101.03; Cumberland County; New Jersey","-","**",
"1400000US34011010200","Census Tract 102; Cumberland County; New Jersey","55733","11099",
"1400000US34011010301","Census Tract 103.01; Cumberland County; New Jersey","85515","22015",
"1400000US34011010302","Census Tract 103.02; Cumberland County; New Jersey","67708","16472",
"1400000US34011010401","Census Tract 104.01; Cumberland County; New Jersey","60929","4240",
"1400000US34011010402","Census Tract 104.02; Cumberland County; New Jersey","-","**",
"1400000US34011010500","Census Tract 105; Cumberland County; New Jersey","94844","10639",
"1400000US34011010600","Census Tract 106; Cumberland County; New Jersey","97546","23144",
"1400000US34011010701","Census Tract 107.01; Cumberland County; New Jersey","64408","13988",
"1400000US34011010702","Census Tract 107.02; Cumberland County; New Jersey","91398","19449",
"1400000US34011010800","Census Tract 108; Cumberland County; New Jersey","85094","13089",
"1400000US34011020100","Census Tract 201; Cumberland County; New Jersey","29458","16631",
"1400000US34011020200","Census Tract 202; Cumberland County; New Jersey","56852","10460",
"1400000US34011020301","Census Tract 203.01; Cumberland County; New Jersey","65132","60634",
"1400000US34011020302","Census Tract 203.02; Cumberland County; New Jersey","46189","30032",
"1400000US34011020400","Census Tract 204; Cumberland County; New Jersey","73873","11429",
"1400000US34011020502","Census Tract 205.02; Cumberland County; New Jersey","-","**",
"1400000US34011020503","Census Tract 205.03; Cumberland County; New Jersey","32044","6824",
"1400000US34011020600","Census Tract 206; Cumberland County; New Jersey","69410","20986",
"1400000US34011030100","Census Tract 301; Cumberland County; New Jersey","22989","10170",
"1400000US34011030200","Census Tract 302; Cumberland County; New Jersey","61559","15104",
"1400000US34011030300","Census Tract 303; Cumberland County; New Jersey","52841","21157",
"1400000US34011030401","Census Tract 304.01; Cumberland County; New Jersey","66238","10392",
"1400000US34011030402","Census Tract 304.02; Cumberland County; New Jersey","79844","27261",
"1400000US34011030501","Census Tract 305.01; Cumberland County; New Jersey","85741","8746",
"1400000US34011030502","Census Tract 305.02; Cumberland County; New Jersey","82083","16122",
"1400000US34011040300","Census Tract 403; Cumberland County; New Jersey","66396","6537",
"1400000US34011040400","Census Tract 404; Cumberland County; New Jersey","69221","17780",
"1400000US34011040500","Census Tract 405; Cumberland County; New Jersey","55193","14386",
"1400000US34011040601","Census Tract 406.01; Cumberland County; New Jersey","90580","22646",
"1400000US34011040602","Census Tract 406.02; Cumberland County; New Jersey","47635","7402",
"1400000US34011040701","Census Tract 407.01; Cumberland County; New Jersey","66000","14784",
"1400000US34011040702","Census Tract 407.02; Cumberland County; New Jersey","93000","27876",
"1400000US34011040800","Census Tract 408; Cumberland County; New Jersey","115898","30110",
"1400000US34011040901","Census Tract 409.01; Cumberland County; New Jersey","59007","34566",
"1400000US34011040902","Census Tract 409.02; Cumberland County; New Jersey","61013","14258",
"1400000US34011041001","Census Tract 410.01; Cumberland County; New Jersey","98265","21814",
"1400000US34011041002","Census Tract 410.02; Cumberland County; New Jersey","83088","16164",
"1400000US34011041101","Census Tract 411.01; Cumberland County; New Jersey","65616","13014",
"1400000US34011041102","Census Tract 411.02; Cumberland County; New Jersey","55125","25513",
"1400000US34011990000","Census Tract 9900; Cumberland County; New Jersey","-","**",
"1400000US34013000100","Census Tract 1; Essex County; New Jersey","72533","30948",
"1400000US34013000200","Census Tract 2; Essex County; New Jersey","67946","19388",
"1400000US34013000300","Census Tract 3; Essex County; New Jersey","48725","11401",
"1400000US34013000400","Census Tract 4; Essex County; New Jersey","70054","18983",
"1400000US34013000500","Census Tract 5; Essex County; New Jersey","53487","25836",
"1400000US34013000600","Census Tract 6; Essex County; New Jersey","56771","38512",
"1400000US34013000700","Census Tract 7; Essex County; New Jersey","49097","21689",
"1400000US34013000800","Census Tract 8; Essex County; New Jersey","45399","13411",
"1400000US34013000900","Census Tract 9; Essex County; New Jersey","35574","28533",
"1400000US34013001000","Census Tract 10; Essex County; New Jersey","52788","14404",
"1400000US34013001100","Census Tract 11; Essex County; New Jersey","108674","7848",
"1400000US34013001300","Census Tract 13; Essex County; New Jersey","64464","23568",
"1400000US34013001400","Census Tract 14; Essex County; New Jersey","79482","12445",
"1400000US34013001500","Census Tract 15; Essex County; New Jersey","33628","17699",
"1400000US34013001600","Census Tract 16; Essex County; New Jersey","63981","16552",
"1400000US34013001700","Census Tract 17; Essex County; New Jersey","44569","17796",
"1400000US34013001800","Census Tract 18; Essex County; New Jersey","62550","19630",
"1400000US34013001900","Census Tract 19; Essex County; New Jersey","41649","9404",
"1400000US34013002000","Census Tract 20; Essex County; New Jersey","29044","13911",
"1400000US34013002100","Census Tract 21; Essex County; New Jersey","56000","19847",
"1400000US34013002202","Census Tract 22.02; Essex County; New Jersey","93718","31017",
"1400000US34013002203","Census Tract 22.03; Essex County; New Jersey","37166","20155",
"1400000US34013002204","Census Tract 22.04; Essex County; New Jersey","88389","9760",
"1400000US34013002300","Census Tract 23; Essex County; New Jersey","112882","44230",
"1400000US34013002400","Census Tract 24; Essex County; New Jersey","47474","10458",
"1400000US34013002500","Census Tract 25; Essex County; New Jersey","82231","19854",
"1400000US34013002600","Census Tract 26; Essex County; New Jersey","51033","12112",
"1400000US34013002800","Census Tract 28; Essex County; New Jersey","71429","11012",
"1400000US34013003100","Census Tract 31; Essex County; New Jersey","47409","22414",
"1400000US34013003500","Census Tract 35; Essex County; New Jersey","51399","17915",
"1400000US34013003700","Census Tract 37; Essex County; New Jersey","43102","21659",
"1400000US34013003800","Census Tract 38; Essex County; New Jersey","55254","15351",
"1400000US34013003900","Census Tract 39; Essex County; New Jersey","25294","10188",
"1400000US34013004100","Census Tract 41; Essex County; New Jersey","59038","32903",
"1400000US34013004200","Census Tract 42; Essex County; New Jersey","48396","12476",
"1400000US34013004300","Census Tract 43; Essex County; New Jersey","59413","14881",
"1400000US34013004400","Census Tract 44; Essex County; New Jersey","58088","8584",
"1400000US34013004500","Census Tract 45; Essex County; New Jersey","53105","12801",
"1400000US34013004600","Census Tract 46; Essex County; New Jersey","55789","22804",
"1400000US34013004700","Census Tract 47; Essex County; New Jersey","85189","45210",
"1400000US34013004801","Census Tract 48.01; Essex County; New Jersey","59153","6151",
"1400000US34013004802","Census Tract 48.02; Essex County; New Jersey","15943","7379",
"1400000US34013004900","Census Tract 49; Essex County; New Jersey","63671","14285",
"1400000US34013005000","Census Tract 50; Essex County; New Jersey","51709","24047",
"1400000US34013005100","Census Tract 51; Essex County; New Jersey","50446","18649",
"1400000US34013005200","Census Tract 52; Essex County; New Jersey","53125","32325",
"1400000US34013005300","Census Tract 53; Essex County; New Jersey","60625","30674",
"1400000US34013005400","Census Tract 54; Essex County; New Jersey","18405","11804",
"1400000US34013005700","Census Tract 57; Essex County; New Jersey","51389","21046",
"1400000US34013006200","Census Tract 62; Essex County; New Jersey","26219","14234",
"1400000US34013006400","Census Tract 64; Essex County; New Jersey","80345","38650",
"1400000US34013006600","Census Tract 66; Essex County; New Jersey","75625","50301",
"1400000US34013006700","Census Tract 67; Essex County; New Jersey","21575","15039",
"1400000US34013006800","Census Tract 68; Essex County; New Jersey","70091","12292",
"1400000US34013006900","Census Tract 69; Essex County; New Jersey","63462","12511",
"1400000US34013007000","Census Tract 70; Essex County; New Jersey","57591","10542",
"1400000US34013007100","Census Tract 71; Essex County; New Jersey","57240","14543",
"1400000US34013007200","Census Tract 72; Essex County; New Jersey","69758","20327",
"1400000US34013007300","Census Tract 73; Essex County; New Jersey","52014","14475",
"1400000US34013007400","Census Tract 74; Essex County; New Jersey","80313","30219",
"1400000US34013007501","Census Tract 75.01; Essex County; New Jersey","50443","4571",
"1400000US34013007502","Census Tract 75.02; Essex County; New Jersey","56581","21410",
"1400000US34013007600","Census Tract 76; Essex County; New Jersey","67222","24461",
"1400000US34013007700","Census Tract 77; Essex County; New Jersey","73573","6675",
"1400000US34013007800","Census Tract 78; Essex County; New Jersey","50798","5286",
"1400000US34013007900","Census Tract 79; Essex County; New Jersey","62661","9041",
"1400000US34013008000","Census Tract 80; Essex County; New Jersey","83208","18151",
"1400000US34013008100","Census Tract 81; Essex County; New Jersey","33521","14779",
"1400000US34013008200","Census Tract 82; Essex County; New Jersey","31536","7879",
"1400000US34013008700","Census Tract 87; Essex County; New Jersey","66951","56462",
"1400000US34013008800","Census Tract 88; Essex County; New Jersey","73344","4878",
"1400000US34013008900","Census Tract 89; Essex County; New Jersey","59808","12442",
"1400000US34013009000","Census Tract 90; Essex County; New Jersey","56974","11955",
"1400000US34013009100","Census Tract 91; Essex County; New Jersey","46792","19364",
"1400000US34013009200","Census Tract 92; Essex County; New Jersey","43310","20930",
"1400000US34013009300","Census Tract 93; Essex County; New Jersey","46579","18412",
"1400000US34013009400","Census Tract 94; Essex County; New Jersey","34743","17746",
"1400000US34013009500","Census Tract 95; Essex County; New Jersey","56337","20994",
"1400000US34013009600","Census Tract 96; Essex County; New Jersey","32500","22941",
"1400000US34013009700","Census Tract 97; Essex County; New Jersey","71623","22866",
"1400000US34013009900","Census Tract 99; Essex County; New Jersey","65502","18509",
"1400000US34013010000","Census Tract 100; Essex County; New Jersey","64844","39902",
"1400000US34013010100","Census Tract 101; Essex County; New Jersey","95833","20006",
"1400000US34013010200","Census Tract 102; Essex County; New Jersey","31919","26274",
"1400000US34013010300","Census Tract 103; Essex County; New Jersey","84570","26360",
"1400000US34013010400","Census Tract 104; Essex County; New Jersey","46156","28622",
"1400000US34013010500","Census Tract 105; Essex County; New Jersey","57673","8797",
"1400000US34013010600","Census Tract 106; Essex County; New Jersey","47197","16073",
"1400000US34013010700","Census Tract 107; Essex County; New Jersey","62485","46754",
"1400000US34013010800","Census Tract 108; Essex County; New Jersey","57212","18534",
"1400000US34013010900","Census Tract 109; Essex County; New Jersey","42153","28352",
"1400000US34013011100","Census Tract 111; Essex County; New Jersey","20458","8039",
"1400000US34013011200","Census Tract 112; Essex County; New Jersey","63321","15200",
"1400000US34013011300","Census Tract 113; Essex County; New Jersey","54545","11938",
"1400000US34013011400","Census Tract 114; Essex County; New Jersey","89041","18637",
"1400000US34013011500","Census Tract 115; Essex County; New Jersey","81033","15039",
"1400000US34013011600","Census Tract 116; Essex County; New Jersey","69343","22218",
"1400000US34013011700","Census Tract 117; Essex County; New Jersey","62853","13426",
"1400000US34013011800","Census Tract 118; Essex County; New Jersey","77692","20181",
"1400000US34013011900","Census Tract 119; Essex County; New Jersey","68608","5029",
"1400000US34013012000","Census Tract 120; Essex County; New Jersey","61530","12119",
"1400000US34013012100","Census Tract 121; Essex County; New Jersey","81388","38919",
"1400000US34013012200","Census Tract 122; Essex County; New Jersey","54648","16596",
"1400000US34013012300","Census Tract 123; Essex County; New Jersey","72389","23752",
"1400000US34013012400","Census Tract 124; Essex County; New Jersey","64409","35248",
"1400000US34013012500","Census Tract 125; Essex County; New Jersey","70192","25537",
"1400000US34013012600","Census Tract 126; Essex County; New Jersey","59294","38442",
"1400000US34013012700","Census Tract 127; Essex County; New Jersey","64292","32101",
"1400000US34013012800","Census Tract 128; Essex County; New Jersey","90306","40279",
"1400000US34013012900","Census Tract 129; Essex County; New Jersey","57436","18959",
"1400000US34013013000","Census Tract 130; Essex County; New Jersey","52003","13056",
"1400000US34013013100","Census Tract 131; Essex County; New Jersey","34963","25508",
"1400000US34013013200","Census Tract 132; Essex County; New Jersey","55490","13769",
"1400000US34013013300","Census Tract 133; Essex County; New Jersey","63030","25280",
"1400000US34013013400","Census Tract 134; Essex County; New Jersey","166188","49021",
"1400000US34013013500","Census Tract 135; Essex County; New Jersey","146615","20250",
"1400000US34013013600","Census Tract 136; Essex County; New Jersey","109057","21649",
"1400000US34013013700","Census Tract 137; Essex County; New Jersey","103925","20561",
"1400000US34013013800","Census Tract 138; Essex County; New Jersey","158452","40910",
"1400000US34013013900","Census Tract 139; Essex County; New Jersey","109474","19574",
"1400000US34013014000","Census Tract 140; Essex County; New Jersey","102900","11490",
"1400000US34013014100","Census Tract 141; Essex County; New Jersey","109740","26657",
"1400000US34013014200","Census Tract 142; Essex County; New Jersey","133773","22277",
"1400000US34013014300","Census Tract 143; Essex County; New Jersey","98594","24770",
"1400000US34013014400","Census Tract 144; Essex County; New Jersey","73452","9180",
"1400000US34013014500","Census Tract 145; Essex County; New Jersey","83283","19237",
"1400000US34013014600","Census Tract 146; Essex County; New Jersey","85046","17127",
"1400000US34013014700","Census Tract 147; Essex County; New Jersey","75324","14713",
"1400000US34013014800","Census Tract 148; Essex County; New Jersey","166680","24243",
"1400000US34013014900","Census Tract 149; Essex County; New Jersey","172813","37357",
"1400000US34013015000","Census Tract 150; Essex County; New Jersey","101379","19845",
"1400000US34013015100","Census Tract 151; Essex County; New Jersey","127464","17651",
"1400000US34013015200","Census Tract 152; Essex County; New Jersey","101582","18265",
"1400000US34013015300","Census Tract 153; Essex County; New Jersey","80800","40122",
"1400000US34013015400","Census Tract 154; Essex County; New Jersey","82755","29446",
"1400000US34013015500","Census Tract 155; Essex County; New Jersey","86696","13234",
"1400000US34013015600","Census Tract 156; Essex County; New Jersey","104722","17298",
"1400000US34013015700","Census Tract 157; Essex County; New Jersey","107891","20536",
"1400000US34013015800","Census Tract 158; Essex County; New Jersey","100000","14112",
"1400000US34013015900","Census Tract 159; Essex County; New Jersey","69045","13072",
"1400000US34013016000","Census Tract 160; Essex County; New Jersey","250,000+","***",
"1400000US34013016100","Census Tract 161; Essex County; New Jersey","236548","57675",
"1400000US34013016200","Census Tract 162; Essex County; New Jersey","250,000+","***",
"1400000US34013016300","Census Tract 163; Essex County; New Jersey","216964","68123",
"1400000US34013016400","Census Tract 164; Essex County; New Jersey","219779","43829",
"1400000US34013016500","Census Tract 165; Essex County; New Jersey","229766","49311",
"1400000US34013016600","Census Tract 166; Essex County; New Jersey","121369","30315",
"1400000US34013016700","Census Tract 167; Essex County; New Jersey","97024","14509",
"1400000US34013016800","Census Tract 168; Essex County; New Jersey","130108","34911",
"1400000US34013016900","Census Tract 169; Essex County; New Jersey","212375","92327",
"1400000US34013017000","Census Tract 170; Essex County; New Jersey","92801","19402",
"1400000US34013017100","Census Tract 171; Essex County; New Jersey","70250","20605",
"1400000US34013017200","Census Tract 172; Essex County; New Jersey","125083","27995",
"1400000US34013017301","Census Tract 173.01; Essex County; New Jersey","132976","22029",
"1400000US34013017302","Census Tract 173.02; Essex County; New Jersey","156154","44009",
"1400000US34013017400","Census Tract 174; Essex County; New Jersey","152298","24306",
"1400000US34013017500","Census Tract 175; Essex County; New Jersey","112885","42530",
"1400000US34013017600","Census Tract 176; Essex County; New Jersey","89770","31106",
"1400000US34013017700","Census Tract 177; Essex County; New Jersey","75274","12363",
"1400000US34013017800","Census Tract 178; Essex County; New Jersey","84632","24701",
"1400000US34013017900","Census Tract 179; Essex County; New Jersey","182849","48049",
"1400000US34013018000","Census Tract 180; Essex County; New Jersey","206803","25074",
"1400000US34013018100","Census Tract 181; Essex County; New Jersey","51818","19865",
"1400000US34013018200","Census Tract 182; Essex County; New Jersey","49705","8570",
"1400000US34013018300","Census Tract 183; Essex County; New Jersey","61102","10039",
"1400000US34013018400","Census Tract 184; Essex County; New Jersey","52500","34049",
"1400000US34013018600","Census Tract 186; Essex County; New Jersey","36068","18515",
"1400000US34013018700","Census Tract 187; Essex County; New Jersey","41325","18834",
"1400000US34013018800","Census Tract 188; Essex County; New Jersey","87232","36045",
"1400000US34013018900","Census Tract 189; Essex County; New Jersey","61503","6144",
"1400000US34013019000","Census Tract 190; Essex County; New Jersey","250,000+","***",
"1400000US34013019100","Census Tract 191; Essex County; New Jersey","239773","17763",
"1400000US34013019200","Census Tract 192; Essex County; New Jersey","55708","36147",
"1400000US34013019300","Census Tract 193; Essex County; New Jersey","172411","26718",
"1400000US34013019400","Census Tract 194; Essex County; New Jersey","250,000+","***",
"1400000US34013019500","Census Tract 195; Essex County; New Jersey","250,000+","***",
"1400000US34013019600","Census Tract 196; Essex County; New Jersey","111647","19549",
"1400000US34013019700","Census Tract 197; Essex County; New Jersey","142703","42137",
"1400000US34013019800","Census Tract 198; Essex County; New Jersey","184167","59384",
"1400000US34013019900","Census Tract 199; Essex County; New Jersey","214167","52769",
"1400000US34013020000","Census Tract 200; Essex County; New Jersey","250,000+","***",
"1400000US34013020100","Census Tract 201; Essex County; New Jersey","250,000+","***",
"1400000US34013020200","Census Tract 202; Essex County; New Jersey","250,000+","***",
"1400000US34013020300","Census Tract 203; Essex County; New Jersey","210291","23586",
"1400000US34013020400","Census Tract 204; Essex County; New Jersey","250,000+","***",
"1400000US34013020500","Census Tract 205; Essex County; New Jersey","250,000+","***",
"1400000US34013020600","Census Tract 206; Essex County; New Jersey","224408","52522",
"1400000US34013020700","Census Tract 207; Essex County; New Jersey","194306","17081",
"1400000US34013020800","Census Tract 208; Essex County; New Jersey","243333","34885",
"1400000US34013020901","Census Tract 209.01; Essex County; New Jersey","250,000+","***",
"1400000US34013020902","Census Tract 209.02; Essex County; New Jersey","164458","33332",
"1400000US34013021000","Census Tract 210; Essex County; New Jersey","165690","42770",
"1400000US34013021100","Census Tract 211; Essex County; New Jersey","159091","20467",
"1400000US34013021200","Census Tract 212; Essex County; New Jersey","151058","47383",
"1400000US34013021300","Census Tract 213; Essex County; New Jersey","151300","19441",
"1400000US34013021400","Census Tract 214; Essex County; New Jersey","137356","51024",
"1400000US34013021601","Census Tract 216.01; Essex County; New Jersey","115980","14772",
"1400000US34013021602","Census Tract 216.02; Essex County; New Jersey","208245","53210",
"1400000US34013021701","Census Tract 217.01; Essex County; New Jersey","111328","35147",
"1400000US34013021702","Census Tract 217.02; Essex County; New Jersey","81771","22851",
"1400000US34013021801","Census Tract 218.01; Essex County; New Jersey","159064","1434",
"1400000US34013021802","Census Tract 218.02; Essex County; New Jersey","151181","33095",
"1400000US34013021803","Census Tract 218.03; Essex County; New Jersey","151767","24735",
"1400000US34013022700","Census Tract 227; Essex County; New Jersey","45134","18667",
"1400000US34013022800","Census Tract 228; Essex County; New Jersey","25682","22603",
"1400000US34013022900","Census Tract 229; Essex County; New Jersey","62891","17782",
"1400000US34013023000","Census Tract 230; Essex County; New Jersey","-","**",
"1400000US34013023100","Census Tract 231; Essex County; New Jersey","52461","24874",
"1400000US34013023200","Census Tract 232; Essex County; New Jersey","33381","10426",
"1400000US34013980100","Census Tract 9801; Essex County; New Jersey","-","**",
"1400000US34013980200","Census Tract 9802; Essex County; New Jersey","-","**",
"1400000US34015500100","Census Tract 5001; Gloucester County; New Jersey","70639","20997",
"1400000US34015500201","Census Tract 5002.01; Gloucester County; New Jersey","90357","21395",
"1400000US34015500202","Census Tract 5002.02; Gloucester County; New Jersey","90871","15586",
"1400000US34015500203","Census Tract 5002.03; Gloucester County; New Jersey","103561","42791",
"1400000US34015500204","Census Tract 5002.04; Gloucester County; New Jersey","96331","12315",
"1400000US34015500205","Census Tract 5002.05; Gloucester County; New Jersey","84167","24093",
"1400000US34015500300","Census Tract 5003; Gloucester County; New Jersey","82838","8941",
"1400000US34015500400","Census Tract 5004; Gloucester County; New Jersey","64239","13175",
"1400000US34015500500","Census Tract 5005; Gloucester County; New Jersey","92128","11707",
"1400000US34015500601","Census Tract 5006.01; Gloucester County; New Jersey","133244","14627",
"1400000US34015500602","Census Tract 5006.02; Gloucester County; New Jersey","203360","16625",
"1400000US34015500702","Census Tract 5007.02; Gloucester County; New Jersey","122482","37811",
"1400000US34015500703","Census Tract 5007.03; Gloucester County; New Jersey","141875","25935",
"1400000US34015500704","Census Tract 5007.04; Gloucester County; New Jersey","83545","13264",
"1400000US34015500705","Census Tract 5007.05; Gloucester County; New Jersey","126604","18389",
"1400000US34015500800","Census Tract 5008; Gloucester County; New Jersey","131667","14619",
"1400000US34015500900","Census Tract 5009; Gloucester County; New Jersey","123083","12519",
"1400000US34015501001","Census Tract 5010.01; Gloucester County; New Jersey","77740","14239",
"1400000US34015501002","Census Tract 5010.02; Gloucester County; New Jersey","44167","10803",
"1400000US34015501003","Census Tract 5010.03; Gloucester County; New Jersey","106354","19467",
"1400000US34015501101","Census Tract 5011.01; Gloucester County; New Jersey","47364","11060",
"1400000US34015501102","Census Tract 5011.02; Gloucester County; New Jersey","88315","12895",
"1400000US34015501103","Census Tract 5011.03; Gloucester County; New Jersey","128984","44765",
"1400000US34015501104","Census Tract 5011.04; Gloucester County; New Jersey","87174","19716",
"1400000US34015501105","Census Tract 5011.05; Gloucester County; New Jersey","75650","7423",
"1400000US34015501106","Census Tract 5011.06; Gloucester County; New Jersey","109680","19557",
"1400000US34015501107","Census Tract 5011.07; Gloucester County; New Jersey","107091","11815",
"1400000US34015501201","Census Tract 5012.01; Gloucester County; New Jersey","163078","17081",
"1400000US34015501202","Census Tract 5012.02; Gloucester County; New Jersey","152500","8375",
"1400000US34015501203","Census Tract 5012.03; Gloucester County; New Jersey","100592","15854",
"1400000US34015501204","Census Tract 5012.04; Gloucester County; New Jersey","122014","7928",
"1400000US34015501205","Census Tract 5012.05; Gloucester County; New Jersey","90083","24416",
"1400000US34015501206","Census Tract 5012.06; Gloucester County; New Jersey","93750","32089",
"1400000US34015501208","Census Tract 5012.08; Gloucester County; New Jersey","93229","16259",
"1400000US34015501209","Census Tract 5012.09; Gloucester County; New Jersey","93550","52927",
"1400000US34015501210","Census Tract 5012.10; Gloucester County; New Jersey","129727","9787",
"1400000US34015501212","Census Tract 5012.12; Gloucester County; New Jersey","87621","17511",
"1400000US34015501213","Census Tract 5012.13; Gloucester County; New Jersey","117250","27394",
"1400000US34015501301","Census Tract 5013.01; Gloucester County; New Jersey","101190","23835",
"1400000US34015501302","Census Tract 5013.02; Gloucester County; New Jersey","85208","17315",
"1400000US34015501303","Census Tract 5013.03; Gloucester County; New Jersey","98250","23047",
"1400000US34015501402","Census Tract 5014.02; Gloucester County; New Jersey","86325","21457",
"1400000US34015501403","Census Tract 5014.03; Gloucester County; New Jersey","91077","23361",
"1400000US34015501404","Census Tract 5014.04; Gloucester County; New Jersey","52917","17450",
"1400000US34015501405","Census Tract 5014.05; Gloucester County; New Jersey","126923","14575",
"1400000US34015501406","Census Tract 5014.06; Gloucester County; New Jersey","59763","15394",
"1400000US34015501501","Census Tract 5015.01; Gloucester County; New Jersey","91339","40893",
"1400000US34015501502","Census Tract 5015.02; Gloucester County; New Jersey","89907","23118",
"1400000US34015501603","Census Tract 5016.03; Gloucester County; New Jersey","74712","12985",
"1400000US34015501604","Census Tract 5016.04; Gloucester County; New Jersey","93578","19585",
"1400000US34015501605","Census Tract 5016.05; Gloucester County; New Jersey","75952","24768",
"1400000US34015501606","Census Tract 5016.06; Gloucester County; New Jersey","124442","18398",
"1400000US34015501608","Census Tract 5016.08; Gloucester County; New Jersey","77461","9530",
"1400000US34015501609","Census Tract 5016.09; Gloucester County; New Jersey","161667","37008",
"1400000US34015501701","Census Tract 5017.01; Gloucester County; New Jersey","131474","14041",
"1400000US34015501702","Census Tract 5017.02; Gloucester County; New Jersey","89419","14375",
"1400000US34015501703","Census Tract 5017.03; Gloucester County; New Jersey","106625","23962",
"1400000US34015501704","Census Tract 5017.04; Gloucester County; New Jersey","109063","39524",
"1400000US34015501800","Census Tract 5018; Gloucester County; New Jersey","104107","13227",
"1400000US34015501900","Census Tract 5019; Gloucester County; New Jersey","141382","22625",
"1400000US34015502001","Census Tract 5020.01; Gloucester County; New Jersey","164400","14296",
"1400000US34015502002","Census Tract 5020.02; Gloucester County; New Jersey","172841","34212",
"1400000US34015502100","Census Tract 5021; Gloucester County; New Jersey","139773","29576",
"1400000US34015502201","Census Tract 5022.01; Gloucester County; New Jersey","160069","18529",
"1400000US34015502202","Census Tract 5022.02; Gloucester County; New Jersey","121607","30186",
"1400000US34015502203","Census Tract 5022.03; Gloucester County; New Jersey","173929","25896",
"1400000US34015502204","Census Tract 5022.04; Gloucester County; New Jersey","169659","30004",
